constraint_id,step_id,name,kind,args,conf,rule_id,rule_type,threshold,aggregation,evidence_predicate_ids,status
step::pilot_rod_assembly::step_04::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_04_inserted_in_o_ring_rod_holes,step::pilot_rod_assembly::step_04,requires,inferred_precondition,"[""step::pilot_rod_assembly::step_04"", ""inserted_in"", ""o_ring"", ""rod_holes""]",1,precondition_required_pilot_condition,inferred_precondition,0.7,min,"[""pred::pilot::s04::action"", ""pred::pilot::s04::requires::oring_inserted""]",inferred
step::pilot_rod_assembly::step_04::c::precondition_required_pilot_condition::1_0::requires::step__pilot_rod_assembly__step_04_adjusted_over_sleeve_o_ring,step::pilot_rod_assembly::step_04,requires,inferred_precondition,"[""step::pilot_rod_assembly::step_04"", ""adjusted_over"", ""sleeve"", ""o_ring""]",1,precondition_required_pilot_condition,inferred_precondition,0.7,min,"[""pred::pilot::s04::action"", ""pred::pilot::s04::requires::sleeves_adjusted""]",inferred
step::pilot_rod_assembly::step_04::c::tool_required_by_pilot_step::0_0::requirestool::step__pilot_rod_assembly__step_04_power_screwdriver,step::pilot_rod_assembly::step_04,requiresTool,required_tool,"[""step::pilot_rod_assembly::step_04"", ""power_screwdriver""]",1,tool_required_by_pilot_step,required_tool,0.7,min,"[""pred::pilot::s04::required_tool""]",inferred
step::pilot_rod_assembly::step_05::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_05_applied_to_threadlocker_loctite_screw,step::pilot_rod_assembly::step_05,produces,expected_effect,"[""step::pilot_rod_assembly::step_05"", ""applied_to"", ""threadlocker_loctite"", ""screw""]",1,effect_observed_pilot_condition,expected_effect,0.7,min,"[""pred::pilot::s05::action"", ""pred::pilot::s05::effect::threadlocker_applied""]",inferred
step::pilot_rod_assembly::step_05::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_05_partially_inserted_in_screw_rod_holes,step::pilot_rod_assembly::step_05,requires,inferred_precondition,"[""step::pilot_rod_assembly::step_05"", ""partially_inserted_in"", ""screw"", ""rod_holes""]",1,precondition_required_pilot_condition,inferred_precondition,0.7,min,"[""pred::pilot::s05::action"", ""pred::pilot::s05::requires::partially_inserted""]",inferred
step::pilot_rod_assembly::step_06::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_06_secured_to_sleeve_metal_rod,step::pilot_rod_assembly::step_06,produces,expected_effect,"[""step::pilot_rod_assembly::step_06"", ""secured_to"", ""sleeve"", ""metal_rod""]",1,effect_observed_pilot_condition,expected_effect,0.7,min,"[""pred::pilot::s06::action"", ""pred::pilot::s06::effect::secured""]",inferred
step::pilot_rod_assembly::step_06::c::effect_observed_pilot_condition::1_0::produces::step__pilot_rod_assembly__step_06_flush_with_screw_sleeve,step::pilot_rod_assembly::step_06,produces,expected_effect,"[""step::pilot_rod_assembly::step_06"", ""flush_with"", ""screw"", ""sleeve""]",1,effect_observed_pilot_condition,expected_effect,0.7,min,"[""pred::pilot::s06::action"", ""pred::pilot::s06::effect::flush""]",inferred
step::pilot_rod_assembly::step_06::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_06_applied_to_threadlocker_loctite_screw,step::pilot_rod_assembly::step_06,requires,inferred_precondition,"[""step::pilot_rod_assembly::step_06"", ""applied_to"", ""threadlocker_loctite"", ""screw""]",1,precondition_required_pilot_condition,inferred_precondition,0.7,min,"[""pred::pilot::s06::action"", ""pred::pilot::s06::requires::threadlocker""]",inferred
step::pilot_rod_assembly::step_06::c::precondition_required_pilot_condition::1_0::requires::step__pilot_rod_assembly__step_06_partially_inserted_in_screw_rod_holes,step::pilot_rod_assembly::step_06,requires,inferred_precondition,"[""step::pilot_rod_assembly::step_06"", ""partially_inserted_in"", ""screw"", ""rod_holes""]",1,precondition_required_pilot_condition,inferred_precondition,0.7,min,"[""pred::pilot::s06::action"", ""pred::pilot::s06::requires::partially_inserted""]",inferred
step::pilot_rod_assembly::step_06::c::tool_required_by_pilot_step::0_0::requirestool::step__pilot_rod_assembly__step_06_power_screwdriver,step::pilot_rod_assembly::step_06,requiresTool,required_tool,"[""step::pilot_rod_assembly::step_06"", ""power_screwdriver""]",1,tool_required_by_pilot_step,required_tool,0.7,min,"[""pred::pilot::s06::required_tool""]",inferred
step::pilot_rod_assembly::step_07::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_07_cleaned_with_rod_assembly_ethanol,step::pilot_rod_assembly::step_07,produces,expected_effect,"[""step::pilot_rod_assembly::step_07"", ""cleaned_with"", ""rod_assembly"", ""ethanol""]",1,effect_observed_pilot_condition,expected_effect,0.7,min,"[""pred::pilot::s07::action"", ""pred::pilot::s07::effect::cleaned""]",inferred
step::pilot_rod_assembly::step_07::c::effect_observed_pilot_condition::1_0::produces::step__pilot_rod_assembly__step_07_avoided_contact_with_copper_sleeve_paper,step::pilot_rod_assembly::step_07,produces,expected_effect,"[""step::pilot_rod_assembly::step_07"", ""avoided_contact_with"", ""copper_sleeve"", ""paper""]",1,effect_observed_pilot_condition,expected_effect,0.7,min,"[""pred::pilot::s07::action"", ""pred::pilot::s07::effect::avoid_polish""]",inferred
step::pilot_rod_assembly::step_07::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_07_secured_to_sleeve_metal_rod,step::pilot_rod_assembly::step_07,requires,inferred_precondition,"[""step::pilot_rod_assembly::step_07"", ""secured_to"", ""sleeve"", ""metal_rod""]",1,precondition_required_pilot_condition,inferred_precondition,0.7,min,"[""pred::pilot::s07::action"", ""pred::pilot::s07::requires::secured""]",inferred
step::pilot_rod_assembly::step_08::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_08_lubricated_with_silver_sleeve_grease,step::pilot_rod_assembly::step_08,produces,expected_effect,"[""step::pilot_rod_assembly::step_08"", ""lubricated_with"", ""silver_sleeve"", ""grease""]",1,effect_observed_pilot_condition,expected_effect,0.7,min,"[""pred::pilot::s08::action"", ""pred::pilot::s08::effect::lubricated""]",inferred
step::pilot_rod_assembly::step_08::c::effect_observed_pilot_condition::1_0::produces::step__pilot_rod_assembly__step_08_avoided_contact_with_copper_sleeve_grease,step::pilot_rod_assembly::step_08,produces,expected_effect,"[""step::pilot_rod_assembly::step_08"", ""avoided_contact_with"", ""copper_sleeve"", ""grease""]",1,effect_observed_pilot_condition,expected_effect,0.7,min,"[""pred::pilot::s08::action"", ""pred::pilot::s08::effect::avoid_copper""]",inferred
step::pilot_rod_assembly::step_08::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_08_cleaned_with_rod_assembly_ethanol,step::pilot_rod_assembly::step_08,requires,inferred_precondition,"[""step::pilot_rod_assembly::step_08"", ""cleaned_with"", ""rod_assembly"", ""ethanol""]",1,precondition_required_pilot_condition,inferred_precondition,0.7,min,"[""pred::pilot::s08::action"", ""pred::pilot::s08::requires::cleaned""]",inferred
step::pilot_rod_assembly::step_08::c::precondition_required_pilot_condition::1_0::requires::step__pilot_rod_assembly__step_08_secured_to_sleeve_metal_rod,step::pilot_rod_assembly::step_08,requires,inferred_precondition,"[""step::pilot_rod_assembly::step_08"", ""secured_to"", ""sleeve"", ""metal_rod""]",1,precondition_required_pilot_condition,inferred_precondition,0.7,min,"[""pred::pilot::s08::action"", ""pred::pilot::s08::requires::secured""]",inferred
