clip,slice_order,frame_idx,frame_name,timestamp_ns,rgb_path,depth_path,stereo_left_path,stereo_right_path,gaze_x,gaze_y,has_hands,source_archive,split,notes,pose_00,pose_01,pose_02,pose_03,pose_04,pose_05,pose_06,pose_07,pose_08,pose_09,pose_10,pose_11,pose_12,pose_13,pose_14,pose_15
03_assy_1_3,10,360,000360.jpg,36000000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000360.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000360.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000360.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000360.jpg,1006,387,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9694571454096941,0.15507873286899754,0.19000902564308214,0.038,0.004302246166484899,0.7853560255862091,-0.6190294045950939,-0.005,-0.24522302887781627,-0.5993050139012519,-0.7620361975790979,-0.26,0.0,0.0,0.0,1.0
03_assy_1_3,11,361,000361.jpg,36100000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000361.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000361.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000361.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000361.jpg,949,393,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9558727271428406,0.16788061055563436,0.24108801319015408,0.044,-0.02067214119602263,0.7801681216329198,-0.6252282499744659,-0.008,-0.29305288274111924,-0.6026224378391739,-0.7422709783696859,-0.268,0.0,0.0,0.0,1.0
03_assy_1_3,12,362,000362.jpg,36200000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000362.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000362.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000362.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000362.jpg,911,398,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.940600473816191,0.1859653707171665,0.2840556803705638,0.052,-0.03508270314277935,0.7789348678210185,-0.6261227320844118,-0.01,-0.3376980198297773,-0.5988967795761465,-0.7261423378486948,-0.277,0.0,0.0,0.0,1.0
03_assy_1_3,13,363,000363.jpg,36300000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000363.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000363.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000363.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000363.jpg,895,397,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9266417032628738,0.20369029772725328,0.3159832533313484,0.059,-0.04702099815908687,0.7711074912435797,-0.6349663476753362,-0.013,-0.37299353815609637,-0.6032441458976752,-0.7049626379702552,-0.283,0.0,0.0,0.0,1.0
03_assy_1_3,14,364,000364.jpg,36400000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000364.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000364.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000364.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000364.jpg,872,371,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9178800104675441,0.21610418593853206,0.33285923031207276,0.067,-0.05087122431855256,0.767747527581487,-0.6387298743826261,-0.016,-0.3935840506428489,-0.6032103403559641,-0.6937066241338693,-0.288,0.0,0.0,0.0,1.0
03_assy_1_3,15,365,000365.jpg,36500000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000365.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000365.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000365.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000365.jpg,839,360,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9152282724894842,0.22097354216458553,0.3369390195556913,0.071,-0.052170481365322874,0.7641850922726154,-0.6428836485884555,-0.017,-0.39954405277769417,-0.6059635619503292,-0.687875505799156,-0.289,0.0,0.0,0.0,1.0
03_assy_1_3,16,366,000366.jpg,36600000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000366.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000366.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000366.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000366.jpg,818,356,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9187347842117749,0.22401388929171748,0.32518329244249555,0.074,-0.04416563115964464,0.7600471243826128,-0.6483654569314988,-0.018,-0.3923974940078156,-0.6100378235176236,-0.6883880160013444,-0.291,0.0,0.0,0.0,1.0
03_assy_1_3,17,367,000367.jpg,36700000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000367.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000367.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000367.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000367.jpg,802,358,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9264924182595627,0.22306124727356386,0.3030766881043631,0.075,-0.03422794065565519,0.7520939152685531,-0.6581665372035345,-0.02,-0.37475358168537937,-0.6201599975657738,-0.6891743831812085,-0.292,0.0,0.0,0.0,1.0
03_assy_1_3,18,368,000368.jpg,36800000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000368.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000368.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000368.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000368.jpg,821,348,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9334015714597356,0.21820187106053382,0.28486742506327095,0.074,-0.02832999820979487,0.7465813684586384,-0.6646906584809656,-0.021,-0.35771345739003046,-0.6284935988028112,-0.6906785639253341,-0.293,0.0,0.0,0.0,1.0
03_assy_1_3,19,369,000369.jpg,36900000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000369.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000369.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000369.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000369.jpg,843,339,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9402017029077373,0.21409796291484437,0.26492040337638173,0.072,-0.021665913857304563,0.7385982968206318,-0.6737975542478539,-0.022,-0.3399284425083002,-0.639245350557496,-0.689792748413975,-0.294,0.0,0.0,0.0,1.0
03_assy_1_3,20,370,000370.jpg,37000000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000370.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000370.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000370.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000370.jpg,0,0,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9486654323740785,0.20491557657245074,0.24092219469464177,0.068,-0.01745259654247408,0.7266574860378614,-0.6867782064531904,-0.025,-0.3157994684802817,-0.655727462032143,-0.6857785292967812,-0.293,0.0,0.0,0.0,1.0
03_assy_1_3,21,371,000371.jpg,37100000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000371.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000371.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000371.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000371.jpg,0,0,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9609858261312029,0.19003483835697668,0.200980103954514,0.064,-0.009626290464151074,0.7031972752189658,-0.710929621451042,-0.028,-0.2764300571696741,-0.6851279824494544,-0.6739332839071763,-0.292,0.0,0.0,0.0,1.0
03_assy_1_3,22,372,000372.jpg,37200000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000372.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000372.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000372.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000372.jpg,0,0,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.962567902011511,0.18500258690453134,0.1980835098027835,0.061,-0.012105004369756379,0.7007535602660022,-0.7133007196433567,-0.028,-0.27077020309917094,-0.6889981789621463,-0.6722834272094471,-0.291,0.0,0.0,0.0,1.0
03_assy_1_3,23,373,000373.jpg,37300000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000373.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000373.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000373.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000373.jpg,985,253,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9645132365793733,0.17807804442029868,0.1949421107883676,0.059,-0.014206402748196298,0.702250043855497,-0.7117886301606037,-0.027,-0.2636520331500178,-0.6892989815750453,-0.6747996142674263,-0.289,0.0,0.0,0.0,1.0
03_assy_1_3,24,374,000374.jpg,37400000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000374.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000374.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000374.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000374.jpg,983,252,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9671916196528229,0.1719809711009094,0.1869837331227967,0.056,-0.012413584408958145,0.7031449695998903,-0.7109381510711682,-0.027,-0.2537445049562074,-0.6899345601617284,-0.6779410216965571,-0.287,0.0,0.0,0.0,1.0
03_assy_1_3,25,375,000375.jpg,37500000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000375.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000375.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000375.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000375.jpg,0,0,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9734186601784476,0.15993152725727083,0.16394516950966528,0.051,-0.006153911605617572,0.6972924960019204,-0.7167602837709146,-0.026,-0.22895030331568966,-0.6987167391787381,-0.6777733227289822,-0.284,0.0,0.0,0.0,1.0
03_assy_1_3,26,376,000376.jpg,37600000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000376.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000376.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000376.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000376.jpg,0,0,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9825376211067532,0.13504420441517517,0.12799564822193943,0.044,0.0010480849328112771,0.6919178754879226,-0.7219754532518771,-0.025,-0.18606107768110905,-0.7092338940252024,-0.6799768811790533,-0.277,0.0,0.0,0.0,1.0
03_assy_1_3,27,377,000377.jpg,37700000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000377.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000377.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000377.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000377.jpg,0,0,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9891167377100014,0.10795334993262266,0.09997076282718441,0.038,0.0023708680086865666,0.6910651175276781,-0.7227886152405433,-0.024,-0.14711375927087794,-0.7146852996772645,-0.6838000177379414,-0.268,0.0,0.0,0.0,1.0
03_assy_1_3,28,378,000378.jpg,37800000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000378.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000378.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000378.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000378.jpg,0,0,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9935571480980175,0.08498155134966544,0.07498219384319231,0.032,0.004223266363216154,0.6889170613059239,-0.7248278738175258,-0.023,-0.11325350981121607,-0.7198412453949926,-0.6848373704344899,-0.256,0.0,0.0,0.0,1.0
03_assy_1_3,29,379,000379.jpg,37900000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/rgb/000379.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/depth/000379.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_left/000379.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_1_3/stereo_right/000379.jpg,684,672,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9964771481391841,0.06500015829993717,0.052993137832947186,0.026,0.006623791192797228,0.6909142328430713,-0.7229063896834116,-0.021,-0.08360274293725567,-0.7200086820836631,-0.6889107918283134,-0.242,0.0,0.0,0.0,1.0
